2.040204559999999889e-01,2.028955553333333384e-01,2.032297073333333426e-01,2.245894003333333278e-01
1.045213683333333227e-01,1.058644349999999928e-01,1.046995909999999946e-01,1.194795740000000189e-01
7.192975533333333116e-02,7.354361300000000767e-02,7.225417133333333908e-02,8.300413533333332594e-02
5.549352466666666178e-02,5.694355000000000250e-02,5.562291366666666237e-02,6.423836799999999014e-02
1.117444369999999881e-01,5.244911466666666439e-02,7.116225666666665950e-02,6.191747066666666161e-02
9.325965566666667705e-02,5.032903533333332735e-02,8.070308400000000826e-02,5.646380100000000096e-02
8.075511200000000389e-02,4.765463799999999917e-02,8.295334366666666515e-02,5.384927866666666674e-02
7.229057366666666318e-02,4.466479699999999914e-02,7.058541066666666752e-02,5.160117200000000071e-02
